Country Name,Country Code,Indicator Name,Indicator Code,Year,electricityaccesspercent
Sub-Saharan Africa (IDA & IBRD countries),TSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,46.3447394576434
Upper middle income,,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Upper middle income,,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Upper middle income,,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,99.4039816676407
Upper middle income,,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,99.1784183456405
Upper middle income,,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,99.2359445767032
Upper middle income,,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,99.1534153894095
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,91.4140956410301
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,90.4827030768684
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,90.1935622398675
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,89.8918722050197
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,97.7
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,97.7
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,97.7
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,93.4308776855469
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,99.7878265380859
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,99.7187728881836
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,99.5
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,99.6377410888672
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,48.2238540649414
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,46.9554443359375
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,45.6338806152344
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,45.29
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,99.9937362670898
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,99.9
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,98.9910278320313
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,96.2
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,92.2
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,86.915283203125
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,99.348762512207
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,97.6921463012695
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,96.8076248168945
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,92.72
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,91.72
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,41.9736328125
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,40.9859313964844
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,39.9980926513672
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,39.0094223022461
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,99.9576721191406
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,98.5562286376953
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,97.2218170166016
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,95.08
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,92.8
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,73.7259063720703
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,71.8291244506836
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,70.095085144043
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,68.2547378540039
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,99.4621200561523
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,99.7027130126953
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,99.8
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,99.7
British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,99.8
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,99.7
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,99.1950073242188
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,98.6996383666992
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,18.9506874084473
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,18.4672794342041
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,17.6
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,14.4
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,10.2338275909424
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,9.1
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,9.83940029144287
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,9.50929260253906
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,95.5214157104492
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,93.746955871582
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,91.4
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,90.1969299316406
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,82.5017166137695
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,86.4
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,84.0
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,80.7008285522461
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,65.4467086791992
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,64.3118743896484
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,63.1768951416016
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,62.2
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,15.6802768707275
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,15.4057130813599
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,14.3
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,14.6439552307129
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,11.2685585021973
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,10.8656768798828
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,8.4
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,10.0588064193726
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,99.9991073608398
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,99.7217559814453
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,99.4442596435547
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,98.5
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,87.9426040649414
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,85.6353454589844
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,83.3279495239258
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,81.0197219848633
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,20.7681865692139
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,20.0737800598145
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,19.1
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,18.68385887146
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,49.6572036743164
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,48.6791305541992
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,47.7288208007813
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,47.037483215332
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,99.9
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,99.71
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,99.7
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,71.136848449707
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,69.8783264160156
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,68.566650390625
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,67.1486587524414
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100.0
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100.0
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,99.9326400756836
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,99.8
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,99.6126251220703
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100.0
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100.0
