Country Name,Country Code,Indicator Name,Indicator Code,Year,ruralpopulationpercent
Argentina,ARG,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,7.65300000000001
Argentina,ARG,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,7.771
Argentina,ARG,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,7.889
Argentina,ARG,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,8.009
Argentina,ARG,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,8.13
Armenia,ARM,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,36.427
Armenia,ARM,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,36.569
Armenia,ARM,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,36.687
Armenia,ARM,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,36.781
Armenia,ARM,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,36.851
Aruba,ABW,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,55.948
Aruba,ABW,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,56.134
Aruba,ABW,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,56.303
Aruba,ABW,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,56.454
Aruba,ABW,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,56.589
Australia,AUS,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,13.512
Australia,AUS,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,13.638
Australia,AUS,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,13.759
Australia,AUS,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,13.876
Australia,AUS,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,13.988
Austria,AUT,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,40.744
Austria,AUT,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,41.005
Austria,AUT,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,41.252
Austria,AUT,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,41.485
Austria,AUT,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,41.703
Azerbaijan,AZE,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,42.83
Azerbaijan,AZE,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,43.224
Azerbaijan,AZE,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,43.603
Azerbaijan,AZE,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,43.969
Azerbaijan,AZE,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,44.32
"Bahamas, The",BHS,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,16.508
"Bahamas, The",BHS,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,16.635
"Bahamas, The",BHS,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,16.755
"Bahamas, The",BHS,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,16.868
"Bahamas, The",BHS,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,16.975
Bahrain,BHR,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,10.257
Bahrain,BHR,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,10.378
Bahrain,BHR,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,10.494
Bahrain,BHR,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,10.606
Bahrain,BHR,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,10.713
Bangladesh,BGD,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,60.289
Bangladesh,BGD,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,61.054
Bangladesh,BGD,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,61.823
Bangladesh,BGD,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,62.595
Bangladesh,BGD,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,63.368
Barbados,BRB,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,68.676
Barbados,BRB,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,68.754
Barbados,BRB,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,68.809
Barbados,BRB,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,68.842
Barbados,BRB,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,68.853
Belarus,BLR,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,19.674
Belarus,BLR,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,20.09
Belarus,BLR,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,20.517
Belarus,BLR,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,20.956
Belarus,BLR,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,21.405
Belgium,BEL,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,1.84699999999999
Belgium,BEL,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,1.883
Belgium,BEL,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,1.92100000000001
Belgium,BEL,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,1.959
Belgium,BEL,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,1.999
Belize,BLZ,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,53.604
Belize,BLZ,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,53.799
Belize,BLZ,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,53.975
Belize,BLZ,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,54.134
Belize,BLZ,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,54.276
Benin,BEN,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,50.466
Benin,BEN,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,51.028
Benin,BEN,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,51.585
Benin,BEN,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,52.139
Benin,BEN,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,52.688
Bermuda,BMU,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,0.0
Bermuda,BMU,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,0.0
Bermuda,BMU,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,0.0
Bermuda,BMU,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,0.0
Bermuda,BMU,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,0.0
Bhutan,BTN,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,56.314
Bhutan,BTN,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,56.992
Bhutan,BTN,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,57.684
Bhutan,BTN,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,58.388
Bhutan,BTN,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,59.105
Bolivia,BOL,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,29.17
Bolivia,BOL,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,29.525
Bolivia,BOL,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,29.877
Bolivia,BOL,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,30.227
Bolivia,BOL,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,30.575
Bosnia and Herzegovina,BIH,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,50.159
Bosnia and Herzegovina,BIH,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,50.575
Bosnia and Herzegovina,BIH,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,50.98
Bosnia and Herzegovina,BIH,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,51.374
Bosnia and Herzegovina,BIH,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,51.755
Botswana,BWA,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,27.776
Botswana,BWA,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,28.44
Botswana,BWA,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,29.123
Botswana,BWA,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,29.828
Botswana,BWA,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,30.554
Brazil,BRA,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,12.445
Brazil,BRA,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,12.683
Brazil,BRA,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,12.927
Brazil,BRA,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,13.176
Brazil,BRA,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,13.431
British Virgin Islands,VGB,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,50.669
British Virgin Islands,VGB,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,51.08
British Virgin Islands,VGB,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,51.485
British Virgin Islands,VGB,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,51.884
British Virgin Islands,VGB,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,52.277
Brunei Darussalam,BRN,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,21.146
Brunei Darussalam,BRN,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,21.446
Brunei Darussalam,BRN,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,21.75
Brunei Darussalam,BRN,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,22.058
Brunei Darussalam,BRN,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,22.371
Bulgaria,BGR,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,23.637
Bulgaria,BGR,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,23.975
Bulgaria,BGR,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,24.314
Bulgaria,BGR,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,24.653
Bulgaria,BGR,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,24.992
Burkina Faso,BFA,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,68.123
Burkina Faso,BFA,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,68.76
Burkina Faso,BFA,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,69.393
Burkina Faso,BFA,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,70.02
Burkina Faso,BFA,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,70.642
Burundi,BDI,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,85.583
Burundi,BDI,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,85.942
Burundi,BDI,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,86.292
Burundi,BDI,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,86.634
Burundi,BDI,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,86.968
Cabo Verde,CPV,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,32.455
Cabo Verde,CPV,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,32.898
Cabo Verde,CPV,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,33.348
Cabo Verde,CPV,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,33.805
Cabo Verde,CPV,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,34.268
Cambodia,KHM,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,74.886
Cambodia,KHM,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,75.332
Cambodia,KHM,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,75.768
Cambodia,KHM,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,76.195
Cambodia,KHM,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,76.612
Cameroon,CMR,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,41.267
Cameroon,CMR,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,41.852
Cameroon,CMR,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,42.44
Cameroon,CMR,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,43.032
Cameroon,CMR,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,43.626
Canada,CAN,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,18.248
Canada,CAN,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,18.347
Canada,CAN,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,18.438
Canada,CAN,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,18.518
Canada,CAN,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,18.589
Cayman Islands,CYM,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,0.0
Cayman Islands,CYM,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,0.0
Cayman Islands,CYM,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,0.0
Cayman Islands,CYM,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,0.0
Cayman Islands,CYM,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,0.0
Central African Republic,CAF,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,56.88
Central African Republic,CAF,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,57.352
Central African Republic,CAF,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,57.802
Central African Republic,CAF,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,58.23
Central African Republic,CAF,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,58.636
Chad,TCD,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,75.937
Chad,TCD,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,76.219
Chad,TCD,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,76.48
Chad,TCD,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,76.721
Chad,TCD,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,76.941
Channel Islands,CHI,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,68.923
Channel Islands,CHI,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,68.988
Channel Islands,CHI,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,69.037
Channel Islands,CHI,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,69.069
Channel Islands,CHI,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,69.086
Chile,CHL,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,12.088
Chile,CHL,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,12.183
Chile,CHL,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,12.273
Chile,CHL,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,12.357
Chile,CHL,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,12.436
China,CHN,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,36.44
China,CHN,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,37.488
China,CHN,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,38.572
China,CHN,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,39.692
China,CHN,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,40.848
Colombia,COL,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,17.95
Colombia,COL,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,18.26
Colombia,COL,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,18.575
Colombia,COL,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,18.896
Colombia,COL,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,19.222
Comoros,COM,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,70.136
Comoros,COM,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,70.387
Comoros,COM,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,70.62
Comoros,COM,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,70.836
Comoros,COM,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,71.035
"Congo, Dem. Rep.",COD,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,53.163
"Congo, Dem. Rep.",COD,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,53.765
"Congo, Dem. Rep.",COD,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,54.362
"Congo, Dem. Rep.",COD,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,54.954
"Congo, Dem. Rep.",COD,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,55.54
"Congo, Rep.",COG,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,31.264
"Congo, Rep.",COG,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,31.717
"Congo, Rep.",COG,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,32.171
"Congo, Rep.",COG,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,32.627
"Congo, Rep.",COG,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,33.084
Costa Rica,CRI,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,17.958
Costa Rica,CRI,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,18.575
Costa Rica,CRI,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,19.229
Costa Rica,CRI,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,19.924
Costa Rica,CRI,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,20.66
Cote d'Ivoire,CIV,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,47.339
Cote d'Ivoire,CIV,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,47.82
Cote d'Ivoire,CIV,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,48.294
Cote d'Ivoire,CIV,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,48.761
Cote d'Ivoire,CIV,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,49.221
Croatia,HRV,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,41.781
Croatia,HRV,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,42.122
Croatia,HRV,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,42.447
Croatia,HRV,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,42.758
Croatia,HRV,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,43.053
Cuba,CUB,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,22.599
Cuba,CUB,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,22.708
Cuba,CUB,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,22.806
Cuba,CUB,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,22.891
Cuba,CUB,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,22.963
Curacao,CUW,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,10.975
Curacao,CUW,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,10.962
Curacao,CUW,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,10.938
Curacao,CUW,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,10.902
Curacao,CUW,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,10.855
Cyprus,CYP,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,33.089
Cyprus,CYP,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,33.144
Cyprus,CYP,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,33.179
Cyprus,CYP,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,33.195
Cyprus,CYP,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,33.19
Czechia,CZE,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,25.623
Czechia,CZE,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,25.786
Czechia,CZE,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,25.939
Czechia,CZE,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,26.079
Czechia,CZE,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,26.208
Denmark,DNK,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,11.633
Denmark,DNK,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,11.76
Denmark,DNK,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,11.884
Denmark,DNK,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,12.006
Denmark,DNK,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,12.126
Djibouti,DJI,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,21.62
Djibouti,DJI,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,21.783
Djibouti,DJI,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,21.938
Djibouti,DJI,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,22.085
Djibouti,DJI,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,22.223
Dominica,DMA,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,28.3
Dominica,DMA,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,28.605
Dominica,DMA,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,28.91
Dominica,DMA,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,29.214
Dominica,DMA,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,29.517
Dominican Republic,DOM,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,16.152
Dominican Republic,DOM,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,16.787
Dominican Republic,DOM,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,17.46
Dominican Republic,DOM,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,18.172
Dominican Republic,DOM,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,18.926
Ecuador,ECU,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,35.43
Ecuador,ECU,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,35.639
Ecuador,ECU,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,35.834
Ecuador,ECU,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,36.014
Ecuador,ECU,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,36.179
"Egypt, Arab Rep.",EGY,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,57.033
"Egypt, Arab Rep.",EGY,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,57.138
"Egypt, Arab Rep.",EGY,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,57.217
"Egypt, Arab Rep.",EGY,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,57.27
"Egypt, Arab Rep.",EGY,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,57.296
El Salvador,SLV,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,25.233
El Salvador,SLV,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,25.882
El Salvador,SLV,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,26.556
El Salvador,SLV,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,27.254
El Salvador,SLV,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,27.977
Equatorial Guinea,GNQ,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,25.99
Equatorial Guinea,GNQ,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,26.439
Equatorial Guinea,GNQ,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,26.9
Equatorial Guinea,GNQ,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,27.373
Equatorial Guinea,GNQ,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,27.857
Eritrea,ERI,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,57.375
Eritrea,ERI,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,58.015
Eritrea,ERI,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,58.653
Eritrea,ERI,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,59.288
Eritrea,ERI,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,59.92
Estonia,EST,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,30.391
Estonia,EST,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,30.585
Estonia,EST,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,30.771
Estonia,EST,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,30.949
Estonia,EST,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,31.12
Eswatini,SWZ,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,75.424
Eswatini,SWZ,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,75.631
Eswatini,SWZ,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,75.829
Eswatini,SWZ,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,76.019
Eswatini,SWZ,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,76.201
Ethiopia,ETH,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,77.339
Ethiopia,ETH,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,77.826
Ethiopia,ETH,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,78.305
Ethiopia,ETH,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,78.775
Ethiopia,ETH,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,79.237
Faroe Islands,FRO,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,57.221
Faroe Islands,FRO,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,57.417
Faroe Islands,FRO,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,57.602
Faroe Islands,FRO,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,57.775
Faroe Islands,FRO,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,57.936
Fiji,FJI,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,41.771
Fiji,FJI,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,42.26
Fiji,FJI,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,42.753
Fiji,FJI,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,43.25
Fiji,FJI,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,43.752
Finland,FIN,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,14.319
Finland,FIN,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,14.404
Finland,FIN,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,14.483
Finland,FIN,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,14.554
Finland,FIN,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,14.618
France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,18.491
France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,18.758
France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,19.025
France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,19.291
France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,19.556
French Polynesia,PYF,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,37.83
French Polynesia,PYF,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,37.934
French Polynesia,PYF,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,38.025
French Polynesia,PYF,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,38.103
French Polynesia,PYF,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,38.166
Gabon,GAB,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,9.265
Gabon,GAB,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,9.577
Gabon,GAB,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,9.908
Gabon,GAB,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,10.259
Gabon,GAB,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,10.63
"Gambia, The",GMB,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,36.148
"Gambia, The",GMB,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,36.778
